,Unnamed: 0,bed,bathroom,location,year_built,heating,air_conditioner,basement,security,construction,Floor,fireplace,Roof,Parking,Property_type,zipcode,area,county,salary,price
4417,4465,3 bed,3 bath,,1937.0,Forced Air,Central Air,,,,"Cork,Tile,Wood",,,2.0,Single Family Residence,80206,$595 / sq ft,Denver,40879.0,"$2,100,000"
4451,4501,3 bed,2 bath,,1890.0,Forced Air,Central Air,,,,"Vinyl,Wood",,Composition,,Single Family Residence,80205,$374 / sq ft,Denver,28545.0,"$790,000"
113,113,1 Bed,1 Bath,"Denver, CO 80203",,,,,,,,,,,Property Type: Apartment,80203,,Denver,27444.0,"$1,625/mo"
960,961,2.0,1.0,"DENVER, CO 80218",1886.0,Forcedair,Evaporativecooling,,,,"Concrete, Wood",,,,Residential,80218,"1,246 SqFt.",Denver,33162.0,"$600,000"
2883,2884,1,2,"Denver, CO 80203",1910.0,,,,,,,,,,Condo,80203,803,Denver,27444.0,"$375,000"
4837,4903,2 bed,1 bath,,2020.0,"Forced Air,NaturalGas",Central Air,,,,"Tile,Wood",,,1.0,Condominium,80202,"$1,090 / sq ft",Denver,31295.0,"$2,090,000"
1589,1590,3.0,2.0,"DENVER, CO 80249",2004.0,Forcedair,Centralair,,,,,,,2.0,Residential,80249,"1,574 SqFt.",Denver,63343.0,"$509,900"
3292,3302,4 Beds,3 Baths,,1954,Forced Air,"Central Air, Ceiling Fan(s)",,,,,,,1 space,Single Family Residence,80222,"1,593 SqFt",Denver,41932.0,"$730,000"
4973,5047,1 bed,1 bath,,1908.0,"Forced Air,NaturalGas",Central Air,,,,,,,1.0,Condominium,80203,$557 / sq ft,Denver,27444.0,"$325,000"
1541,1542,4.0,2.0,"DENVER, CO 80223",1955.0,Forcedair,None,,,,"Carpet, Tile, Wood",,,3.0,Residential,80223,"1,660 SqFt.",Denver,32853.0,"$579,900"
3166,3171,8,4,"Denver, CO 80226",1962.0,,,,,,,,,,Townhouse,80226,"3,354",Jefferson,45012.0,"$875,000"
1405,1406,1.0,1.0,"DENVER, CO 80218",1962.0,"Baseboard, Hotwater",,,,,"Carpet, Tile, Wood",,,1.0,Residential,80218,570 SqFt.,Denver,33162.0,"$265,000"
3382,3393,2 Beds,2 Baths,,1981,"Forced Air, Hot Water, Radiant","Central Air, Ceiling Fan(s)",,,,,"Living Room, Single Fireplace",,2 spaces,Townhouse,80202,"2,050 SqFt",Denver,31295.0,"$785,000"
4505,4558,3 bed,1 bath,,2018.0,Forced Air,"Ceiling Fan(s),Central Air",,,,,,Composition,2.0,,80239,$224 / sq ft,Denver,44094.0,"$525,000"
2361,2362,2.0,1.0,"DENVER, CO 80206",1963.0,"Hot Water, Baseboard",,,,,,,,,Residential,80206,948 SqFt.,Denver,40879.0,"$350,000"
2233,2234,2.0,3.0,"DENVER, CO 80207",2021.0,Forcedair,Centralair,,,,"Carpet, Tile, Vinyl, Wood",,,1.0,Residential,80207,"1,389 SqFt.",Denver,41722.0,"$499,000"
2748,2749,"3
Beds","6
Baths","100 Detroit Street #703, Denver, CO 80206","This home is located at 100 Detroit Street #703 Denver, Co 80206 Us and has been listed on Homes.com since 14 April 2021 and is currently priced at $13,800,000, approximately $1934 per square foot. This property was built in 2008. 100 Detroit Street #703 is within the school district(s) Denver Public Schools with nearby schools including Bromwell Elementary School, Morey Middle School, and East High School. Similar properties nearby are 100 Detroit St 703 and 100 Detroit St.","Heating Details: Forced Air, Natural Gas",Cooling Details: Central Air,,,Construction Materials: Brick,,,Roof: Unknown,Garage: 4 0,Building Features: Mid Rise 4 7,80206,"7,134
Sq. Ft.",Denver,40879.0,"$13,800,000"
3998,4037,5 bed,1 bath,,2019.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Wood",,Composition,3.0,Single Family Residence,80238,$356 / sq ft,Denver,39381.53220255654,"$1,080,000"
1945,1946,4.0,4.0,"DENVER, CO 80238",2022.0,Floorfurnace,Centralair,,,,"Carpet, Vinyl",,,2.0,Residential Income,80238,"2,333 SqFt.",Denver,39381.53220255654,"$693,995"
4229,4276,3 bed,2 bath,,2007.0,Forced Air,Central Air,,,,,,"Architectural,Shingle",2.0,Multi Family,80249,$227 / sq ft,Denver,63343.0,"$410,000"
2989,2990,1,1,"Denver, CO 80209",1962.0,,,,,,,,,,Condo,80209,654,Denver,57519.0,"$320,000"
2554,2555,"2
Beds","1
Bath","420 King St, Denver, CO 80204",,,,,,,,,,,,80204,"681
Sq. Ft.",Denver,28247.0,"Est. $383,565"
4184,4230,3 bed,3 bath,,1987.0,Forced Air,Central Air,,,,,,Composition,2.0,,80235,$352 / sq ft,Jefferson,46568.0,"$1,499,900"
3660,3695,1 bed,1 bath,,2020.0,Forced Air,Central Air,,,,,,,1.0,,80221,$522 / sq ft,Adams,39522.0,"$404,900"
2834,2835,"3
Beds","3
Baths","Edward at Prominence at Central Park in Denver, CO 80238","This home is located in Denver, Co 80238 Us and has been listed on Homes.com since 27 August 2021 and is currently priced at $661,400, approximately $330 per square foot. Similar properties nearby are 9138 E 23rd Ave, 10098 E 28th Ave, 10639 E 25th Dr, 15499 E 47th Dr, and 2808 Macon Way.",,,,,,,,,,,80238,"2,006
Sq. Ft.",Denver,39381.53220255654,"$661,400+"
3295,3305,2 Beds,2 Baths,,1997,Forced Air,Central Air,,,,,,,2 spaces,Townhouse,80237,"1,169 SqFt",Denver,51612.0,"$360,000"
2887,2888,3,3,"Denver, CO 80249",2005.0,,,,,,,,,,Single Family Residential,80249,"1,509",Denver,63343.0,"$450,000"
1592,1593,3.0,3.0,"DENVER, CO 80224",1967.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,2.0,Residential,80224,"2,212 SqFt.",Denver,45504.0,"$510,000"
789,790,3.0,2.0,"DENVER, CO 80227",1986.0,"Forcedair, Naturalgas",Evaporativecooling,,,,"Carpet, Linoleum",,,2.0,Residential,80227,"1,754 SqFt.",Jefferson,50816.0,"$500,000"
2244,2245,3.0,3.0,"DENVER, CO 80249",2005.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,2.0,Residential,80249,"2,042 SqFt.",Denver,63343.0,"$534,900"
2135,2136,1.0,1.0,"DENVER, CO 80231",1972.0,Hotwater,,,,,,,,3.0,Residential,80231,625 SqFt.,Denver,40908.0,"$150,000"
4577,4632,3 bed,1 bath,,1939.0,Forced Air,Central Air,,,,,,Composition,,Multi Family,80220,$340 / sq ft,Denver,44475.0,"$625,000"
871,872,5.0,3.0,"DENVER, CO 80249",2003.0,Forcedair,Centralair,,,,"Carpet, Laminate, Tile",,,2.0,Residential,80249,"3,176 SqFt.",Denver,63343.0,"$539,900"
4534,4589,3 bed,2 bath,,1928.0,Forced Air,Central Air,,,,"Carpet,Tile,Vinyl",,"Architectural,Composition,Shingle",2.0,Single Family Residence,80220,$373 / sq ft,Denver,44475.0,"$592,500"
4951,5025,4 bed,3 bath,,2005.0,Forced Air,Central Air,,,,Wood,,"Architectural,Shingle",2.0,Multi Family,80209,$403 / sq ft,Denver,57519.0,"$1,200,000"
73,73,1-2 Beds,1-2 Baths,12419 W 2nd Pl,,Heating: Forced Air,,,,,,,,,Property Type: Apartment,80228,,Jefferson,58130.0,"$1,460 - $2,076/mo"
2107,2108,2.0,2.0,"DENVER, CO 80202",1886.0,Forcedair,,,,,Wood,,,1.0,Residential,80202,"1,391 SqFt.",Denver,31295.0,"$725,000"
3039,3040,2,1,"Denver, CO 80246",1982.0,,,,,,,,,,Condo,80246,614,Denver,33336.0,"$275,000"
1413,1414,2.0,2.0,"DENVER, CO 80247",1974.0,"Forcedair, Heatpump",Centralair,,,,"Carpet, Tile",,,2.0,Residential,80247,"1,394 SqFt.",Arapahoe,50411.666666666664,"$324,900"
4512,4566,2 bed,2 bath,,1981.0,"Electric,Forced Air",Central Air,,,,"Tile,Wood",,Membrane,2.0,Condominium,80204,$423 / sq ft,Denver,28247.0,"$370,000"
2191,2192,3.0,3.0,"DENVER, CO 80238",2021.0,Naturalgas,Centralair,,,,"Carpet, Laminate, Tile",,,2.0,Residential Income,80238,"2,372 SqFt.",Denver,39381.53220255654,"$732,450"
4552,4607,4 bed,1 bath,,1942.0,"Forced Air,NaturalGas",Evaporative Cooling,,,,"Carpet,Tile,Wood",,Composition,1.0,Single Family Residence,80210,$349 / sq ft,Denver,49953.0,"$750,000"
3774,3810,3 bed,2 bath,,1979.0,,Central Air,,,,,,,2.0,,80239,$338 / sq ft,Denver,44094.0,"$521,000"
4066,4106,1 bed,0 bath,,2020.0,"Forced Air,Heat Pump",Central Air,,,,,,,1.0,,80211,$754 / sq ft,Denver,35753.0,"$799,900"
2857,2858,"3
Beds","3
Baths","Larkspur at The Alpine Collection at Altaira at High Point in Denver, CO 80249","This home is located in Denver, Co 80249 Us and has been listed on Homes.com since 29 April 2020 and is currently priced at $416,500, approximately $271 per square foot. Similar properties nearby are 21385 E 40th Ave, 19447 E 58th Pl, 4943 Jasper Ct, 16091 E 47th Pl, 4102 Netherland St, 16121 E Warner Pl, and 16231 E Warner Pl.",,,,,,,,,,,80249,"1,539
Sq. Ft.",Denver,63343.0,"$416,500+"
4374,4422,3 bed,1 bath,,1885.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Composition,,Single Family Residence,80210,$560 / sq ft,Denver,49953.0,"$799,900"
494,495,2 Beds,1 Bath,"Denver, CO 80214",Year Built: 1951,"Heating: Forced Air, Other",,,,,,,,,Property Type: Apartment,80214,,Jefferson,35134.0,"$1,600/mo"
3102,3104,2,1,"Denver, CO 80219",1954.0,,,,,,,,,,Single Family Residential,80219,776,Denver,36565.0,"$465,000"
2581,2582,"2
Beds","2
Baths","1127 Auraria Parkway #404, Denver, CO 80204","This home is located at 1127 Auraria Parkway #404 Denver, Co 80204 Us and has been listed on Homes.com since 17 December 2021 and is currently priced at $735,000, approximately $444 per square foot. This property was built in 1896. 1127 Auraria Parkway #404 is within the school district(s) Denver Public Schools with nearby schools including Greenlee Elementary School, Strive Prep - Kepner, and West Leadership Academy. Similar properties nearby are 891 14th St 3102, 1745 Wazee St 3b, 1401 Wewatta St 605, 2680 Blake St 21, 4200 W 17th Ave 239, 1777 Larimer St 1408, 2525 Arapahoe St Rd115, and 400 E 3rd Ave 601.",Heating Details: Forced Air,Cooling Details: Central Air,,,"Construction Materials: Brick, Other",,,Roof: Other,Garage: 1 0,Building Features: Mid Rise 4 7,80204,"1,654
Sq. Ft.",Denver,28247.0,"$735,000"
4419,4468,2 bed,1 bath,,1947.0,,,,,,"Linoleum,Wood",,Composition,,Single Family Residence,80221,$592 / sq ft,Adams,39522.0,"$429,000"
3650,3685,3 bed,2 bath,,2018.0,Forced Air,Central Air,,,,,,Composition,1.0,,80238,$502 / sq ft,Denver,39381.53220255654,"$680,000"
1820,1821,2.0,3.0,"DENVER, CO 80247",2010.0,Forced Air,Ac.central,,,,,,,,Condominium (residential),80247,"1,574 SqFt.",Arapahoe,50411.666666666664,
2187,2188,1.0,1.0,"DENVER, CO 80203",1967.0,Baseboard,None,,,,"Carpet, Tile",,,1.0,Residential,80203,874 SqFt.,Denver,27444.0,"$330,000"
4306,4353,2 bed,2 bath,,1983.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Concrete,2.0,Multi Family,80231,$244 / sq ft,Denver,40908.0,"$589,000"
1666,1667,3.0,3.0,"DENVER, CO 80238",2015.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80238,"1,769 SqFt.",Denver,39381.53220255654,
618,619,3.0,1.0,"DENVER, CO 80222",1949.0,Forcedair,None,,,,"Tile, Wood",,,2.0,Residential,80222,"1,700 SqFt.",Denver,41932.0,"$595,000"
1662,1663,2.0,2.0,"DENVER, CO 80247",1975.0,Hot Water,Ac.central,,,,,,,,Condominium (residential),80247,"1,194 SqFt.",Arapahoe,50411.666666666664,
1652,1653,3.0,3.0,"DENVER, CO 80231",1983.0,"Baseboard, Electric, Forcedair, Hotwater, Naturalgas, Wood",Centralair,,,,"Carpet, Laminate, Wood",,,4.0,Residential Income,80231,"2,029 SqFt.",Denver,40908.0,"$579,000"
2998,2999,2,1,"Denver, CO 80204",1900.0,,,,,,,,,,Single Family Residential,80204,773,Denver,28247.0,"$395,000"
1192,1193,2.0,2.0,"DENVER, CO 80209",2000.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Stone, Tile",,,2.0,Residential,80209,"1,403 SqFt.",Denver,57519.0,"$865,000"
2053,2054,2.0,2.0,"DENVER, CO 80231",1972.0,Hot Water,Ac.central,,,,,,,,Condominium (residential),80231,"1,138 SqFt.",Denver,40908.0,
3378,3389,4 Beds,4 Baths,,1976,"Forced Air, Natural Gas",Central Air,,,,,"Insert, Gas, Living Room",,3 spaces,Single Family Residence,80237,"3,948 SqFt",Denver,51612.0,"$950,000"
869,870,5.0,3.0,"DENVER, CO 80239",1970.0,"Forcedair, Naturalgas",Centralair,,,,"Carpet, Laminate, Tile",,,2.0,Residential,80239,"2,309 SqFt.",Denver,44094.0,"$375,000"
2692,2693,"1
Bed","1
Bath","1700 Bassett Street #614, Denver, CO 80202","This home is located at 1700 Bassett Street #614 Denver, Co 80202 Us and has been listed on Homes.com since 19 September 2021 and is currently priced at $595,000, approximately $693 per square foot. This property was built in 2005. 1700 Bassett Street #614 is within the school district(s) Denver Public Schools with nearby schools including Greenlee Elementary School, Strive Prep - Kepner, and West Leadership Academy. Similar properties nearby are 4200 W 17th Ave 311, 1020 15th St, 4200 W 17th Ave 611, 891 14th St 3305, 891 14th St, 1515 N Ogden St, 1499 Blake St 3u, 1700 Bassett St 2116, 1700 Bassett St 1018, and 4200 W 17th Ave 413.","Heating Details: Electric, Forced Air, Heat Pump, Hot Water",Cooling Details: Central Air,,,"Construction Materials: Concrete, Other","Flooring: Carpet, Tile, Wood",,"Roof: Other, Tar Gravel",Garage: 1 0,Building Features: High Rise 8,80202,"858
Sq. Ft.",Denver,31295.0,"$595,000"
1042,1043,3.0,4.0,"DENVER, CO 80123",1998.0,Forcedair,Centralair,,,,"Carpet, Tile, Wood",,,3.0,Residential,80123,"3,471 SqFt.",Jefferson,63482.0,"$825,000"
4342,4390,2 bed,1 bath,,1978.0,Forced Air,Central Air,,,,"Carpet,Laminate,Vinyl",,Composition,,Condominium,80237,$301 / sq ft,Denver,51612.0,"$272,000"
356,357,Studio-1 Bed,1 Bath,"Denver, CO 80210",,,,,,,,,,,Property Type: Apartment,80210,,Denver,49953.0,"$1,500 - $2,167/mo"
1162,1163,5.0,4.0,"DENVER, CO 80237",1963.0,Hotwater,Evaporativecooling,,,,"Carpet, Tile, Wood",,,2.0,Residential,80237,"3,843 SqFt.",Denver,51612.0,"$918,000"
4257,4304,2 bed,0 bath,,2021.0,Forced Air,Central Air,,,,"Tile,Wood",,Membrane,1.0,Townhouse,80205,$611 / sq ft,Denver,28545.0,"$599,000"
1427,1428,4.0,4.0,"DENVER, CO 80237",1966.0,Forcedair,Centralair,,,,"Carpet, Laminate, Tile",,,3.0,Residential,80237,"2,134 SqFt.",Denver,51612.0,"$410,000"
1235,1236,3.0,2.0,"DENVER, CO 80220",2001.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80220,"1,274 SqFt.",Denver,44475.0,
4355,4403,2 bed,2 bath,,1978.0,"Forced Air,Radiant",Central Air,,,,"Carpet,Linoleum",,,1.0,Condominium,80203,$372 / sq ft,Denver,27444.0,"$550,000"
3749,3785,3 bed,1 bath,,1999.0,Forced Air,Central Air,,,,"Carpet,Wood",,,3.0,Condominium,80204,$797 / sq ft,Denver,28247.0,"$1,249,900"
3513,3537,2 Beds,3 Baths,,"New Const., 2021",Forced Air,Central Air,,,,,"Living Room, Single Fireplace",,2 spaces,Townhouse,80204,"1,440 SqFt",Denver,28247.0,"$660,000"
3605,3639,,,,,,,,,,,,,,,80221,N/A / sq ft,Adams,39522.0,"$1,690,000"
4149,4195,,,,,,,,,,,,,,Single Family Residence,80222,N/A / sq ft,Denver,41932.0,"$439,990"
3203,3213,2 Beds,2 Baths,,1980,Forced Air,,,,,,"Living Room, Single Fireplace",,2 spaces,Townhouse,80247,943 SqFt,Arapahoe,50411.666666666664,"$259,900"
332,333,Studio-2 Beds,1-2.5 Baths,"Denver, CO 80204",Year Built: 2019,Heating: Other,,,,,,,,,Property Type: Apartment,80204,,Denver,28247.0,"$1,785 - $8,885/mo"
4942,5014,1 bed,1 bath,,2020.0,Forced Air,,,,,"Tile,Wood",,,,Condominium,80202,$986 / sq ft,Denver,31295.0,"$900,000"
2710,2711,"5
Beds","5
Baths","245 S Poplar Street, Denver, CO 80230","This home is located at 245 S Poplar Street Denver, Co 80230 Us and has been listed on Homes.com since 11 September 2021 and is currently priced at $1,599,000, approximately $288 per square foot. This property was built in 1999. 245 S Poplar Street is within the school district(s) Denver Public Schools with nearby schools including Lowry Elementary School, Hill Campus Of Arts And Sciences, and George Washington High School. Similar properties nearby are 245 S Poplar St, 790 Pontiac St, 6601 E 8th Ave, 2686 S Madison St, 223 Cook St, 772 Poplar St, 3010 E Mexico Ave, 1080 Ivy St, 1170 Eudora St, and 1650 Fillmore St.",Heating Details: Forced Air,Cooling Details: Central Air,Basement: Yes,,"Construction Materials: Brick, Frame, Stucco","Flooring: Carpet, Tile, Wood",,Roof: Composition,Garage: 3 0,Building Features: House,80230,"5,544
Sq. Ft.",Denver,51855.0,"$1,599,000"
4564,4619,4 bed,2 bath,,2022.0,"Forced Air,NaturalGas",Central Air,,,,"Carpet,Tile,Wood",,"Composition,Metal,Rolled Hot Mop",2.0,Multi Family,80223,$264 / sq ft,Denver,32853.0,"$989,000"
3633,3668,3 bed,2 bath,,2017.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Composition,2.0,Single Family Residence,80238,$247 / sq ft,Denver,39381.53220255654,"$870,000"
3541,3569,1 Bed,2 Baths,,2020,Forced Air,,,,,,,,1 space,Townhouse,80202,947 SqFt,Denver,31295.0,"$1,035,000"
1116,1117,,,"DENVER, CO 80202",,,,,,,,,,1.0,Residential,80202,,Denver,31295.0,"$59,000"
4580,4635,1 bed,1 bath,,1972.0,Hot Water,,,,,,,Composition,,Condominium,80231,$240 / sq ft,Denver,40908.0,"$150,000"
3793,3830,4 bed,4 bath,,2017.0,Forced Air,Central Air,,,,,,Composition,2.0,,80230,$432 / sq ft,Denver,51855.0,"$1,749,000"
2900,2901,4,4,"Denver, CO 80239",1971.0,,,,,,,,,,Single Family Residential,80239,"1,039",Denver,44094.0,"$415,000"
3235,3245,1 Bed,1 Bath,,1969,Radiant,Central Air,,,,,,,1 space,Multi Family,80206,701 SqFt,Denver,40879.0,"$294,900"
1859,1860,1.0,1.0,"DENVER, CO 80247",1967.0,"Baseboard, Forcedair",,,,,Carpet,,,1.0,Residential,80247,855 SqFt.,Arapahoe,50411.666666666664,"$185,419"
445,446,2 Beds,1 Bath,"Denver, CO 80214",,Heating: Other,,,,,,,,,Property Type: Apartment,80214,,Jefferson,35134.0,"$1,300/mo"
2225,2226,3.0,3.0,"DENVER, CO 80220",1955.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80220,"2,729 SqFt.",Denver,44475.0,
452,453,1 Bed,1 Bath,"Aurora, CO 80012",Year Built: 1979,"Heating: Forced Air, Other",,,,,,,Roof: Asphalt,,Property Type: Apartment,80012,,Arapahoe,42222.0,
3649,3684,3 bed,0 bath,,2017.0,Forced Air,Central Air,,,,,,Composition,1.0,,80222,$237 / sq ft,Denver,41932.0,"$290,000"
4411,4459,4 bed,1 bath,,1958.0,Forced Air,,,,,,,Composition,2.0,,80219,$341 / sq ft,Denver,36565.0,"$545,000"
2927,2928,1,1,"Denver, CO 80202",1883.0,,,,,,,,,,Condo,80202,"1,647",Denver,31295.0,"$1,200,000"
14,14,2 Beds,1 Bath,"Denver, CO 80204",Year Built: 1949,Heating: Forced Air,Air Conditioning: None,,,Construction Materials: Other,Flooring: Wood,,Roof: Composition,Parking Spaces: 2,Property Type: Residential,80204,,Denver,28247.0,"$485,000"
2598,2599,"2
Beds","3
Baths","8100 E Union Avenue #2001, Denver, CO 80237","This home is located at 8100 E Union Avenue #2001 Denver, Co 80237 Us and has been listed on Homes.com since 29 November 2021 and is currently priced at $1,175,000, approximately $414 per square foot. This property was built in 2001. 8100 E Union Avenue #2001 is within the school district(s) Denver Public Schools with nearby schools including Samuels Elementary School, Hamilton Middle School, and Thomas Jefferson High School. Similar properties nearby are 8100 E Union Ave 1901, 8100 E Union Ave 2001, 6074 S Oswego St, 4970 S Elmira St, 7600 Landmark Way, 4875 S Monaco St 701, 5905 S Fairfax Ct, 14 Beacon Hill Ln, 7029 S Magnolia Cir, and 5455 Landmark Pl 1018.","Heating Details: Forced Air, Natural Gas",Cooling Details: Central Air,,,Construction Materials: Brick,"Flooring: Carpet, Tile, Wood",,Roof: Rolled Hot Mop,Garage: 0 0,Building Features: High Rise 8,80237,"2,841
Sq. Ft.",Denver,51612.0,"$1,175,000"
945,946,3.0,3.0,"DENVER, CO 80236",1971.0,Warm Air,,,,,,,,,Single Family Residence / Townhouse,80236,"2,629 SqFt.",Denver,45121.0,
247,248,1-2 Beds,1 Bath,"Denver, CO 80299",,"Heating: Gas, Other",,,,,,,,,Property Type: Apartment,80299,,Denver,39381.53220255654,"$1,835 - $1,995/mo"
3188,3196,2,2,"Denver, CO 80247",1968.0,,,,,,,,,,Condo,80247,"1,380",Arapahoe,50411.666666666664,"$275,000"
360,361,1-2 Beds,1-2.5 Baths,"Denver, CO 80202",,,,,,,,,,,Property Type: Apartment,80202,,Denver,31295.0,"$1,824 - $5,743/mo"
4632,4689,1 bed,1 bath,,1964.0,Hot Water,,,,,"Tile,Wood",,Membrane,,Condominium,80206,$468 / sq ft,Denver,40879.0,"$225,000"
1507,1508,2.0,1.0,"DENVER, CO 80223",1951.0,Forcedair,None,,,,"Carpet, Linoleum, Tile",,,2.0,Residential,80223,700 SqFt.,Denver,32853.0,"$385,000"
2282,2283,2.0,3.0,"DENVER, CO 80223",2022.0,Forcedair,Centralair,,,,"Carpet, Wood",,,1.0,Residential Income,80223,"1,331 SqFt.",Denver,32853.0,"$613,900"
4831,4896,1 bed,1 bath,,2020.0,Forced Air,Central Air,,,,"Tile,Wood",,,1.0,Condominium,80202,"$1,058 / sq ft",Denver,31295.0,"$1,050,000"
4501,4554,3 bed,1 bath,,1958.0,Forced Air,Central Air,,,,"Carpet,Tile,Wood",,Composition,,,80224,$283 / sq ft,Denver,45504.0,"$699,900"
3479,3497,1 Bed,1 Bath,,1964,Hot Water,,,,,,,,1 space,Townhouse,80209,667 SqFt,Denver,57519.0,"$314,900"
4816,4880,4 bed,1 bath,,1935.0,"Forced Air,NaturalGas",,,,,"Carpet,Linoleum,Wood",,Composition,,Single Family Residence,80218,$330 / sq ft,Denver,33162.0,"$990,000"
4545,4600,1 bed,1 bath,,2000.0,"Forced Air,NaturalGas",Central Air,,,,Concrete,,,,Multi Family,80202,$544 / sq ft,Denver,31295.0,"$487,000"
4896,4963,3 bed,2 bath,,1967.0,"Forced Air,Hot Water",Central Air,,,,Stone,,Rolled Hot Mop,2.0,Condominium,80202,$557 / sq ft,Denver,31295.0,"$2,000,000"
2825,2826,"2
Beds","2
Baths","1630 N Clarkson Street 316, Denver, CO 80218","This home is located at 1630 N Clarkson Street 316 Denver, Co 80218 Us and has been listed on Homes.com since 2 October 2021 and is currently priced at $500,000, approximately $389 per square foot. This property was built in 2003. 1630 N Clarkson Street 316 is within the school district(s) Denver Public Schools with nearby schools including University Preparatory School, Mcauliffe Manual Middle School, and East High School. Similar properties nearby are 3338 Curtis Street, 3330 Curtis Street, 400 S Lafayette St 807, 3304 Curtis Street, 540 S Forest St 9-201, 1551 Larimer St 705, 420 King St, 2957 N Columbine St, and 300 W 11th Ave 4i.",Heating: Yes,Cooling: Yes,,,Architectural Style: Other Style,,Fireplace : Yes,,Garage: Yes,,80218,"1,285
Sq. Ft.",Denver,33162.0,"$500,000"
